Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,AQI Category_encoded,CO AQI Category_encoded,Ozone AQI Category_encoded,NO2 AQI Category_encoded,PM2.5 AQI Category_encoded,Total_Pollution_Score,Country_encoded,City_encoded
India,Atarra,139.0,1.0,44.0,0.0,145.0,3,0,0,0,3,69.39999999999999,69,1157
Guatemala,Atescatempa,104.0,1.0,5.0,10.0,104.0,2,0,0,0,2,35.550000000000004,61,1165
Italy,Atri,57.0,1.0,40.0,3.0,57.0,1,0,0,0,1,28.049999999999997,75,1193
Ukraine,Avdiyivka,41.0,1.0,41.0,3.0,27.0,0,0,0,0,0,19.3,162,1247
Portugal,Avintes,37.0,1.0,16.0,7.0,37.0,0,0,0,0,0,17.05,124,1261
Malaysia,Ayer Keroh,59.0,1.0,34.0,0.0,59.0,1,0,0,0,1,26.4,94,1290
United Kingdom of Great Britain and Northern Ireland,Ayr,29.0,1.0,29.0,2.0,20.0,0,0,0,0,0,13.95,164,1302
Netherlands,Baarn,34.0,1.0,34.0,1.0,26.0,0,0,0,0,0,16.55,109,1329
Serbia,Backa Palanka,70.0,1.0,41.0,0.0,70.0,1,0,0,0,1,31.45,136,1360
Germany,Bad Langensalza,32.0,1.0,30.0,1.0,32.0,0,0,0,0,0,17.35,58,1389
Pakistan,Bahawalnagar,139.0,1.0,38.0,1.0,145.0,5,0,0,0,5,149.74999999999997,116,1503
South Africa,Balfour,139.0,1.0,1.0,10.0,145.0,5,0,0,0,5,126.95,144,1590
South Africa,Ballitoville,139.0,1.0,5.0,10.0,145.0,4,0,0,0,4,73.75,144,1602
Thailand,Ban Phai,52.0,1.0,28.0,0.0,52.0,1,0,0,0,1,22.6,155,1646
Malaysia,Bandar Penggaram,76.0,1.0,39.0,0.0,76.0,1,0,0,0,1,32.75,94,1660
Philippines,Bangued,27.0,1.0,23.0,0.0,27.0,0,0,0,0,0,13.85,122,1704
Slovakia,Banovce,59.0,1.0,26.0,2.0,59.0,1,0,0,0,1,24.9,140,1725
Germany,Bargteheide,38.0,1.0,28.0,2.0,38.0,0,0,0,0,0,18.9,58,1808
United States of America,Bartlesville,56.0,1.0,23.0,6.0,56.0,1,0,0,0,1,24.25,166,1875
Gambia,Basse,127.0,1.0,18.0,0.0,127.0,2,0,0,0,2,42.800000000000004,56,1906
Pakistan,Bat Khela,117.0,1.0,68.5,1.0,78.0,2,0,2,0,1,53.1,116,1919
Malaysia,Batu Gajah,92.0,1.0,57.0,1.0,92.0,1,0,1,0,1,42.49999999999999,94,1950
India,Bazpur,139.0,1.0,68.5,5.0,145.0,3,0,3,0,3,99.35,69,1990
Italy,Castel Goffredo,124.0,1.0,32.0,7.0,124.0,2,0,0,0,2,47.349999999999994,75,3745
Italy,Catanzaro,68.0,1.0,68.0,6.0,57.0,1,0,1,0,1,35.99999999999999,75,3806
Philippines,Catbalogan,68.0,1.0,26.0,0.0,68.0,1,0,0,0,1,27.099999999999998,122,3808
Ecuador,Cayambe,39.0,1.0,4.0,2.0,39.0,0,0,0,0,0,13.399999999999999,46,3835
Bosnia and Herzegovina,Cazin,50.0,1.0,33.0,0.0,50.0,0,0,0,0,0,23.45,20,3840
Italy,Cernusco Sul Naviglio,103.0,1.0,33.0,6.0,103.0,2,0,0,0,2,40.85,75,3891
Italy,Cesenatico,38.0,1.0,36.0,5.0,38.0,0,0,0,0,0,21.849999999999998,75,3906
Czechia,Ceske Budejovice,61.0,1.0,38.0,1.0,61.0,1,0,0,0,1,28.25,41,3910
Argentina,Chacabuco,17.0,1.0,17.0,1.0,17.0,0,0,0,0,0,9.6,5,3922
Peru,Chachapoyas,21.0,1.0,4.0,0.0,21.0,0,0,0,0,0,7.3,121,3925
France,Chalon Sur Saone,32.0,1.0,32.0,1.0,20.0,0,0,0,0,0,14.45,54,3959
China,Chaoyang,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,75.89999999999999,33,4019
Viet Nam,Chau Doc,57.0,1.0,32.0,0.0,57.0,1,0,0,0,1,25.299999999999997,171,4073
Russian Federation,Cherepanovo,38.0,1.0,38.0,0.0,35.0,0,0,0,0,0,20.2,130,4128
Russian Federation,Cherkessk,49.0,1.0,40.0,0.0,49.0,0,0,0,0,0,24.9,130,4131
India,Chhabra,139.0,1.0,42.0,0.0,145.0,3,0,0,0,3,62.0,69,4162
India,Chilakalurupet,91.0,1.0,28.0,1.0,91.0,1,0,0,0,1,34.75,69,4228
Mexico,Chilpancingo,72.0,1.0,4.0,5.0,72.0,1,0,0,0,1,24.249999999999996,100,4239
India,Chipurupalle,139.0,1.0,22.0,6.0,145.0,3,0,0,0,3,53.3,69,4272
Poland,Chojnow,59.0,1.0,25.0,2.0,59.0,1,0,0,0,1,24.65,123,4314
India,Chotila,139.0,1.0,31.0,1.0,145.0,3,0,0,0,3,55.1,69,4342
United States of America,Cimarron Hills,73.0,1.0,32.0,2.0,73.0,1,0,0,0,1,30.599999999999998,166,4415
Brazil,Claudio,71.0,1.0,3.0,6.0,71.0,1,0,0,0,1,23.95,22,4471
Brazil,Clevelandia,17.0,1.0,17.0,0.0,11.0,0,0,0,0,0,7.55,22,4490
Brazil,Coari,46.0,1.0,2.0,0.0,46.0,0,0,0,0,0,14.499999999999998,22,4515
United Kingdom of Great Britain and Northern Ireland,Coatbridge,35.0,1.0,12.0,9.0,35.0,0,0,0,0,0,15.95,164,4516
Ireland,Cobh,24.0,1.0,24.0,1.0,16.0,0,0,0,0,0,11.05,73,4523
Brazil,Colatina,45.0,1.0,14.0,2.0,45.0,0,0,0,0,0,17.7,22,4555
Romania,Comanesti,61.0,1.0,40.0,0.0,61.0,1,0,0,0,1,28.5,129,4607
Dominican Republic,Comendador,65.0,1.0,12.0,6.0,65.0,1,0,0,0,1,24.2,45,4612
Italy,Como,112.0,1.0,34.0,4.0,112.0,2,0,0,0,2,43.300000000000004,75,4620
Brazil,Conde,19.0,1.0,19.0,0.0,11.0,0,0,0,0,0,8.05,22,4645
United Kingdom of Great Britain and Northern Ireland,Consett,31.0,1.0,31.0,2.0,22.0,0,0,0,0,0,14.85,164,4657
United States of America,Cooper City,139.0,1.0,4.0,10.0,145.0,3,0,0,0,3,52.15,166,4675
United States of America,Copperas Cove,31.0,1.0,21.0,1.0,31.0,0,0,0,0,0,14.999999999999998,166,4684
Brazil,Cornelio Procopio,37.0,1.0,12.0,1.0,37.0,0,0,0,0,0,14.549999999999999,22,4721
Argentina,Corrientes,13.0,1.0,12.0,0.0,13.0,0,0,0,0,0,7.1000000000000005,5,4746
Mexico,Cotija,41.0,1.0,8.0,3.0,41.0,0,0,0,0,0,15.249999999999998,100,4771
Italy,Crevalcore,103.0,1.0,28.0,9.0,103.0,2,0,0,0,2,40.55,75,4833
Azerbaijan,Culfa,52.0,1.0,35.0,0.0,52.0,1,0,0,0,1,24.55,10,4893
Spain,Culleredo,30.0,1.0,30.0,2.0,13.0,0,0,0,0,0,11.9,146,4896
India,Cuncolim,73.0,1.0,25.0,0.0,73.0,1,0,0,0,1,28.15,69,4908
Brazil,Curvelo,42.0,1.0,2.0,4.0,42.0,0,0,0,0,0,14.299999999999999,22,4933
Germany,Cuxhaven,35.0,1.0,35.0,0.0,30.0,0,0,0,0,0,17.75,58,4945
United States of America,Cypress Lake,46.0,1.0,25.0,5.0,46.0,0,0,0,0,0,21.499999999999996,166,4951
Poland,Czestochowa,93.0,1.0,27.0,4.0,93.0,1,0,0,0,1,35.85,123,4955
Guinea,Dalaba,63.0,1.0,13.0,0.0,63.0,1,0,0,0,1,22.549999999999997,62,4996
Pakistan,Dalbandin,139.0,1.0,39.0,0.0,145.0,3,0,0,0,3,57.75,116,4997
France,Beaune,39.0,1.0,26.0,1.0,39.0,0,0,0,0,0,18.65,54,2001
United States of America,Bedford,56.0,1.0,18.0,6.0,56.0,1,0,0,0,1,23.0,166,2022
Ghana,Begoro,105.0,1.0,13.0,2.0,105.0,2,0,0,0,2,35.65,59,2039
China,Beipiao,93.0,1.0,68.5,1.0,93.0,1,0,1,0,1,51.05,33,2052
Brazil,Bela Cruz,45.0,1.0,22.0,0.0,45.0,0,0,0,0,0,19.0,22,2068
Bolivia (Plurinational State of),Bermejo,54.0,1.0,8.0,1.0,54.0,1,0,0,0,1,18.65,19,2236
Germany,Bernburg,36.0,1.0,29.0,2.0,36.0,0,0,0,0,0,18.549999999999997,58,2242
United States of America,Berwick,50.0,1.0,35.0,5.0,50.0,0,0,0,0,0,25.2,166,2251
India,Betma,139.0,1.0,34.0,0.0,145.0,3,0,0,0,3,54.6,69,2279
United States of America,Beverly,48.0,1.0,36.0,5.0,48.0,0,0,0,0,0,24.849999999999998,166,2288
Russian Federation,Bezhetsk,24.0,1.0,24.0,0.0,24.0,0,0,0,0,0,13.2,130,2303
Bangladesh,Bhairab Bazar,132.0,1.0,44.0,4.0,132.0,2,0,0,0,2,52.2,12,2321
Pakistan,Bhalwal,139.0,1.0,68.5,2.0,145.0,3,0,3,0,3,95.64999999999999,116,2325
India,Bhimavaram,124.0,1.0,36.0,1.0,124.0,2,0,0,0,2,46.65,69,2355
India,Bhinmal,139.0,1.0,34.0,0.0,145.0,4,0,0,0,4,69.1,69,2360
India,Bhiwandi,139.0,1.0,26.0,1.0,145.0,3,0,0,0,3,52.25,69,2363
Indonesia,Binjai,92.0,1.0,45.0,0.0,92.0,1,0,0,0,1,39.24999999999999,70,2483
Brazil,Baiao,39.0,1.0,5.0,0.0,39.0,0,0,0,0,0,13.149999999999999,22,1518
Russian Federation,Baksan,48.0,1.0,39.0,1.0,48.0,0,0,0,0,0,24.599999999999998,130,1559
Sudan,Bara,52.0,1.0,17.0,0.0,52.0,1,0,0,0,1,20.25,149,1755
Colombia,Baranoa,104.0,1.0,16.0,2.0,104.0,2,0,0,0,2,35.900000000000006,34,1771
Philippines,Baras,51.0,1.0,27.0,1.0,51.0,1,0,0,0,1,22.499999999999996,122,1773
Iran (Islamic Republic of),Bardsir,91.0,1.0,49.0,0.0,91.0,1,0,0,0,1,39.75,71,1796
India,Bari Sadri,139.0,1.0,32.0,0.0,145.0,3,0,0,0,3,58.300000000000004,69,1814
Thailand,Nong Bua,38.0,1.0,20.0,0.0,38.0,0,0,0,0,0,16.4,155,14504
Thailand,Nong Han,57.0,1.0,25.0,0.0,57.0,1,0,0,0,1,23.349999999999998,155,14506
Netherlands,Noordwijkerhout,41.0,1.0,27.0,5.0,41.0,0,0,0,0,0,20.499999999999996,109,14518
United States of America,North Andrews Gardens,78.0,1.0,11.0,10.0,78.0,1,0,0,0,1,29.349999999999998,166,14540
United States of America,Northbridge,47.0,1.0,46.0,2.0,47.0,0,0,0,0,0,26.3,166,14603
United Kingdom of Great Britain and Northern Ireland,Norwich,29.0,1.0,29.0,3.0,18.0,0,0,0,0,0,13.399999999999999,164,14617
Serbia,Novi Becej,60.0,1.0,34.0,1.0,60.0,1,0,0,0,1,26.95,136,14675
Netherlands,Nuenen,37.0,1.0,32.0,3.0,37.0,0,0,0,0,0,20.05,109,14745
Chile,Nueva Imperial,61.0,1.0,2.0,9.0,61.0,1,0,0,0,1,21.45,32,14750
Panama,Nuevo Arraijan,67.0,1.0,20.0,5.0,67.0,1,0,0,0,1,26.749999999999996,118,14757
Mexico,Nuevo Casas Grandes,46.0,1.0,17.0,2.0,46.0,0,0,0,0,0,18.749999999999996,100,14758
United States of America,Oak Lawn,79.0,1.0,13.0,10.0,79.0,1,0,0,0,1,34.1,166,14824
United States of America,Oakdale,53.0,1.0,24.0,9.0,53.0,1,0,0,0,1,24.349999999999998,166,14827
Ghana,Obuasi,81.0,1.0,18.0,0.0,81.0,1,0,0,0,1,29.0,59,14865
Japan,Odawara,39.0,1.0,38.0,2.0,39.0,0,0,0,0,0,21.9,77,14892
Germany,Oer Erkenschwick,34.0,1.0,34.0,2.0,27.0,0,0,0,0,0,17.3,58,14911
Republic of North Macedonia,Ohrid,42.0,1.0,41.0,0.0,42.0,0,0,0,0,0,23.05,128,14934
Japan,Okawa,41.0,1.0,36.0,5.0,41.0,0,0,0,0,0,22.949999999999996,77,14952
Poland,Olecko,47.0,1.0,36.0,0.0,47.0,0,0,0,0,0,23.3,123,14989
Germany,Olfen,32.0,1.0,27.0,4.0,32.0,0,0,0,0,0,17.55,58,14997
Brazil,Olindina,25.0,1.0,6.0,1.0,25.0,0,0,0,0,0,9.25,22,15003
Japan,Omagari,35.0,1.0,35.0,0.0,15.0,0,0,0,0,0,13.45,77,15033
Netherlands,Oostburg,36.0,1.0,26.0,3.0,36.0,0,0,0,0,0,18.249999999999996,109,15069
United States of America,Orem,73.0,1.0,26.0,7.0,73.0,1,0,0,0,1,30.549999999999997,166,15111
United States of America,Orinda,52.0,1.0,22.0,10.0,52.0,1,0,0,0,1,24.05,166,15121
Poland,Ostrzeszow,35.0,1.0,32.0,1.0,35.0,0,0,0,0,0,18.95,123,15208
Guatemala,Ostuncalco,94.0,1.0,9.0,10.0,94.0,1,0,0,0,1,33.800000000000004,61,15209
Congo,Ouesso,71.0,1.0,18.0,0.0,71.0,1,0,0,0,1,26.400000000000002,36,15252
Brazil,Ouro Preto,61.0,1.0,3.0,5.0,61.0,1,0,0,0,1,20.7,22,15264
Nigeria,Oyo,80.0,1.0,22.0,1.0,80.0,1,0,0,0,1,30.15,113,15298
Kyrgyzstan,Ozgon,101.0,1.0,60.0,0.0,101.0,2,0,1,0,2,45.5,83,15306
Italy,Pachino,48.0,1.0,45.0,0.0,48.0,0,0,0,0,0,25.849999999999998,75,15326
India,Padra,139.0,1.0,33.0,0.0,145.0,3,0,0,0,3,55.25,69,15345
Mauritius,Pailles,30.0,1.0,28.0,0.0,30.0,0,0,0,0,0,16.0,99,15368
France,Paita,27.0,1.0,27.0,0.0,10.0,0,0,0,0,0,9.75,54,15374
India,Palakkodu,57.0,1.0,30.0,0.0,57.0,1,0,0,0,1,24.599999999999998,69,15401
Philippines,Palo,55.0,1.0,20.0,0.0,55.0,1,0,0,0,1,21.7,122,15468
Indonesia,Pamekasan,54.0,1.0,35.0,0.0,54.0,1,0,0,0,1,25.15,70,15482
China,Panchiao,69.0,1.0,45.0,4.0,69.0,1,0,0,0,1,33.150000000000006,33,15501
China,Panshi,76.0,1.0,32.0,2.0,76.0,1,0,0,0,1,31.900000000000002,33,15533
China,Panzhihua,74.0,1.0,29.0,2.0,74.0,1,0,0,0,1,30.55,33,15541
Brazil,Paragominas,36.0,1.0,2.0,0.0,36.0,0,0,0,0,0,11.499999999999998,22,15574
Brazil,Paraguacu,51.0,1.0,7.0,4.0,51.0,1,0,0,0,1,18.249999999999996,22,15576
Peru,Paramonga,41.0,1.0,18.0,1.0,41.0,0,0,0,0,0,17.249999999999996,121,15590
United States of America,Parkville,56.0,1.0,44.0,4.0,56.0,1,0,0,0,1,29.0,166,15628
United States of America,Pasadena,58.0,1.0,43.0,5.0,58.0,1,0,0,0,1,29.599999999999998,166,15659
United States of America,Pataskala,45.0,1.0,32.0,7.0,45.0,0,0,0,0,0,23.45,166,15697
Kazakhstan,Pavlodar,50.0,1.0,41.0,0.0,50.0,0,0,0,0,0,25.45,79,15751
India,Payyannur,68.0,1.0,24.0,0.0,68.0,1,0,0,0,1,26.4,69,15765
United States of America,Pelham,46.0,1.0,46.0,2.0,31.0,0,0,0,0,0,21.499999999999996,166,15821
Greece,Perama,67.0,1.0,44.0,2.0,67.0,1,0,0,0,1,31.799999999999997,60,15870
Mexico,Perote,77.0,1.0,7.0,8.0,77.0,1,0,0,0,1,27.45,100,15894
Serbia,Petrovaradin,63.0,1.0,33.0,1.0,63.0,1,0,0,0,1,27.599999999999998,136,15956
Thailand,Phanom Thuan,42.0,1.0,19.0,0.0,42.0,0,0,0,0,0,17.35,155,15983
Thailand,Phatthalung,59.0,1.0,27.0,0.0,59.0,1,0,0,0,1,24.65,155,15986
Thailand,Phetchaburi,35.0,1.0,17.0,0.0,35.0,0,0,0,0,0,14.75,155,15993
India,Phillaur,139.0,1.0,68.5,1.0,145.0,5,0,2,0,5,145.70000000000002,69,15998
Egypt,Rosetta,60.0,1.0,60.0,3.0,55.0,1,0,1,0,1,32.65,47,17530
Italy,Rossano,48.0,1.0,48.0,0.0,12.0,0,0,0,0,0,15.799999999999999,75,17540
Russian Federation,Rostov,32.0,1.0,32.0,0.0,26.0,0,0,0,0,0,16.0,130,17546
United Kingdom of Great Britain and Northern Ireland,Royton,56.0,1.0,32.0,1.0,56.0,1,0,0,0,1,25.05,164,17579
Germany,Rudolstadt,32.0,1.0,32.0,1.0,30.0,0,0,0,0,0,17.45,58,17604
Czechia,Rumburk,29.0,1.0,29.0,2.0,29.0,0,0,0,0,0,16.45,41,17616
Malawi,Rumphi,28.0,1.0,19.0,0.0,28.0,0,0,0,0,0,13.15,93,17620
Switzerland,Ruti,34.0,1.0,25.0,2.0,34.0,0,0,0,0,0,17.15,152,17643
Brazil,Ruy Barbosa,18.0,1.0,8.0,0.0,18.0,0,0,0,0,0,7.3999999999999995,22,17648
Serbia,Sabac,68.0,1.0,32.0,1.0,68.0,1,0,0,0,1,28.849999999999998,136,17675
Cuba,Sagua La Grande,89.0,1.0,22.0,1.0,89.0,1,0,0,0,1,32.650000000000006,39,17741
India,Sahibganj,139.0,1.0,68.5,1.0,145.0,4,0,3,0,4,101.25,69,17748
United States of America,Saint Matthews,58.0,1.0,29.0,10.0,58.0,1,0,0,0,1,28.049999999999997,166,17815
United States of America,Saint Pete Beach,53.0,1.0,40.0,6.0,53.0,1,0,0,0,1,27.599999999999998,166,17830
Canada,Saint Thomas,35.0,1.0,35.0,3.0,34.0,0,0,0,0,0,19.9,29,17844
France,Saint Cyr Sur Loire,37.0,1.0,25.0,2.0,37.0,0,0,0,0,0,18.05,54,17776
Belgium,Saint Nicolas,35.0,1.0,32.0,3.0,35.0,0,0,0,0,0,19.45,15,17824
France,Saint Quentin,39.0,1.0,25.0,2.0,39.0,0,0,0,0,0,18.65,54,17838
Saudi Arabia,Sakakah,122.0,1.0,49.0,0.0,122.0,2,0,0,0,2,49.050000000000004,134,17863
Japan,Sakurai,40.0,1.0,40.0,2.0,34.0,0,0,0,0,0,20.9,77,17877
United Kingdom of Great Britain and Northern Ireland,Salford,58.0,1.0,32.0,1.0,58.0,1,0,0,0,1,25.65,164,17905
India,Salon,139.0,1.0,48.0,0.0,145.0,5,0,0,0,4,90.2,69,17924
Brazil,Salvador,30.0,1.0,16.0,1.0,30.0,0,0,0,0,0,13.25,22,17940
India,Sambhar,139.0,1.0,38.0,0.0,145.0,3,0,0,0,3,67.4,69,17969
Turkey,Samsun,36.0,1.0,36.0,0.0,30.0,0,0,0,0,0,18.2,159,17986
Indonesia,Prabumulih,49.0,1.0,30.0,0.0,49.0,0,0,0,0,0,22.4,70,16512
Brazil,Presidente Prudente,32.0,1.0,14.0,1.0,32.0,0,0,0,0,0,13.549999999999999,22,16551
United States of America,Prichard,28.0,1.0,22.0,4.0,28.0,0,0,0,0,0,15.1,166,16561
Canada,Prince George,21.0,1.0,21.0,1.0,13.0,0,0,0,0,0,9.6,29,16576
Indonesia,Pringsewu,63.0,1.0,40.0,0.0,63.0,1,0,0,0,1,29.299999999999997,70,16581
Peru,Pucallpa,30.0,1.0,1.0,0.0,30.0,0,0,0,0,0,9.45,121,16628
Spain,Puertollano,32.0,1.0,30.0,1.0,32.0,0,0,0,0,0,17.55,146,16675
Mexico,Purepero,48.0,1.0,5.0,4.0,48.0,0,0,0,0,0,16.849999999999998,100,16721
Israel,Qiryat Gat,80.0,1.0,62.0,4.0,80.0,1,0,1,0,1,40.7,74,16798
Chile,Quillota,139.0,1.0,1.0,10.0,145.0,3,0,0,0,3,63.4,32,16855
India,Rafiganj,139.0,1.0,60.0,0.0,145.0,5,0,1,0,4,100.4,69,16921
United States of America,Rahway,62.0,1.0,44.0,5.0,62.0,1,0,0,0,1,31.049999999999997,166,16934
Bangladesh,Rajshahi,139.0,1.0,68.5,2.0,145.0,3,0,2,0,3,91.45,12,16969
India,Rajur,139.0,1.0,41.0,0.0,145.0,3,0,0,0,3,55.45,69,16971
Thailand,Phrai Bung,53.0,1.0,27.0,0.0,53.0,1,0,0,0,1,22.65,155,16015
India,Phulpur,139.0,1.0,48.0,1.0,145.0,4,0,0,0,4,80.25,69,16021
Brazil,Picos,16.0,1.0,12.0,0.0,16.0,0,0,0,0,0,7.8,22,16041
Finland,Pietarsaari,34.0,1.0,34.0,1.0,17.0,0,0,0,0,0,14.049999999999999,53,16055
Germany,Pirmasens,30.0,1.0,27.0,2.0,30.0,0,0,0,0,0,16.45,58,16169
United States of America,Plum,55.0,1.0,26.0,10.0,55.0,1,0,0,0,1,26.4,166,16253
Benin,Pobe,73.0,1.0,20.0,1.0,73.0,1,0,0,0,1,27.349999999999998,17,16261
Italy,Policoro,46.0,1.0,46.0,0.0,14.0,0,0,0,0,0,15.899999999999999,75,16303
Sierra Leone,Port Loko,48.0,1.0,16.0,0.0,48.0,0,0,0,0,0,18.599999999999998,138,16421
Haiti,Port De Paix,103.0,1.0,25.0,1.0,103.0,2,0,0,0,2,37.6,65,16410
Portugal,Porto Salvo,46.0,1.0,30.0,2.0,46.0,0,0,0,0,0,21.799999999999997,124,16460
United States of America,Poughkeepsie,43.0,1.0,43.0,2.0,39.0,0,0,0,0,0,23.15,166,16492
United States of America,Randallstown,52.0,1.0,44.0,4.0,52.0,1,0,0,0,1,27.8,166,17030
India,Rania,139.0,1.0,40.0,0.0,145.0,5,0,0,0,5,149.39999999999998,69,17043
Thailand,Ranong,36.0,1.0,16.0,0.0,36.0,0,0,0,0,0,14.799999999999999,155,17050
Germany,Rathenow,39.0,1.0,39.0,0.0,23.0,0,0,0,0,0,16.65,58,17077
Russian Federation,Reutov,58.0,1.0,25.0,9.0,58.0,1,0,0,0,1,26.099999999999998,130,17231
Brazil,Ribeira Do Pombal,24.0,1.0,7.0,1.0,24.0,0,0,0,0,0,9.2,22,17268
Brazil,Ribeirao Bonito,52.0,1.0,4.0,3.0,52.0,1,0,0,0,1,17.55,22,17270
United States of America,Richardson,56.0,1.0,21.0,6.0,56.0,1,0,0,0,1,23.75,166,17283
United States of America,Richmond,76.0,1.0,15.0,10.0,76.0,1,0,0,0,1,31.2,166,17287
Brazil,Rio Bonito,95.0,1.0,23.0,8.0,95.0,1,0,0,0,1,36.85,22,17328
Peru,Rioja,25.0,1.0,3.0,0.0,25.0,0,0,0,0,0,8.45,121,17363
France,Riom,40.0,1.0,30.0,1.0,40.0,0,0,0,0,0,19.95,54,17364
Lebanon,Riyaq,78.0,1.0,46.0,1.0,78.0,1,0,0,0,1,35.35,86,17407
Italy,Rocca Priora,47.0,1.0,47.0,2.0,27.0,0,0,0,0,0,20.55,75,17424
France,Rodez,42.0,1.0,31.0,1.0,42.0,0,0,0,0,0,20.8,54,17446
Brazil,Rolandia,39.0,1.0,14.0,2.0,39.0,0,0,0,0,0,15.899999999999999,22,17466
France,Romans Sur Isere,37.0,1.0,30.0,1.0,37.0,0,0,0,0,0,19.05,54,17475
Philippines,Romblon,50.0,1.0,23.0,0.0,50.0,0,0,0,0,0,20.95,122,17477
India,Dalmau,139.0,1.0,68.5,1.0,145.0,3,0,1,0,3,82.15,69,5010
United States of America,Daly City,62.0,1.0,18.0,10.0,62.0,1,0,0,0,1,26.549999999999997,166,5018
India,Damnagar,139.0,1.0,29.0,0.0,145.0,3,0,0,0,3,52.85,69,5029
Thailand,Dan Khun Thot,56.0,1.0,31.0,0.0,56.0,1,0,0,0,1,24.75,155,5033
China,Dancheng,139.0,1.0,68.5,3.0,82.0,2,0,2,0,1,61.99999999999999,33,5038
India,Dankaur,139.0,1.0,68.5,3.0,145.0,4,0,2,0,4,122.94999999999999,69,5049
United Republic of Tanzania,Dareda,20.0,1.0,14.0,0.0,20.0,0,0,0,0,0,9.5,165,5069
India,Dattapur,139.0,1.0,29.0,0.0,145.0,3,0,0,0,3,53.15,69,5098
Brazil,Delmiro Gouveia,25.0,1.0,9.0,1.0,25.0,0,0,0,0,0,10.0,22,5193
Uruguay,Delta Del Tigre,38.0,1.0,19.0,2.0,38.0,0,0,0,0,0,16.849999999999998,167,5195
India,Delvada,139.0,1.0,25.0,0.0,145.0,3,0,0,0,3,53.65,69,5197
Russian Federation,Desnogorsk,34.0,1.0,34.0,0.0,10.0,0,0,0,0,0,11.7,130,5259
Turkey,Develi,46.0,1.0,29.0,0.0,46.0,0,0,0,0,0,21.249999999999996,159,5276
India,Dewa,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,92.5,69,5284
Turkey,Dinar,44.0,1.0,33.0,0.0,44.0,0,0,0,0,0,21.65,159,5390
Ukraine,Dniprorudne,39.0,1.0,39.0,0.0,12.0,0,0,0,0,0,13.549999999999999,162,5434
Benin,Dogbo,101.0,1.0,18.0,2.0,101.0,2,0,0,0,2,35.9,17,5456
Russian Federation,Donskoye,37.0,1.0,37.0,0.0,30.0,0,0,0,0,0,18.45,130,5518
United States of America,Dumas,60.0,1.0,22.0,3.0,60.0,1,0,0,0,1,24.45,166,5637
United Republic of Tanzania,Dunda,23.0,1.0,17.0,0.0,23.0,0,0,0,0,0,11.149999999999999,165,5653
United States of America,Dyersburg,93.0,1.0,24.0,5.0,93.0,1,0,0,0,1,35.35,166,5698
United States of America,Eatontown,28.0,1.0,28.0,8.0,25.0,0,0,0,0,0,16.7,166,5763
Mexico,Ebano,91.0,1.0,22.0,3.0,91.0,1,0,0,0,1,33.949999999999996,100,5766
United States of America,El Campo,39.0,1.0,22.0,1.0,39.0,0,0,0,0,0,17.65,166,5863
Mexico,El Pueblito,66.0,1.0,10.0,5.0,66.0,1,0,0,0,1,23.75,100,5891
Bolivia (Plurinational State of),El Torno,6.0,1.0,5.0,0.0,6.0,0,0,0,0,0,3.05,19,5905
United States of America,Ellicott City,44.0,1.0,27.0,10.0,44.0,0,0,0,0,0,22.65,166,5956
Pakistan,Eminabad,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,84.69999999999999,116,5986
Japan,Ena,42.0,1.0,42.0,0.0,12.0,0,0,0,0,0,14.299999999999999,77,5998
Italy,Giussano,62.0,1.0,32.0,4.0,62.0,1,0,0,0,1,27.799999999999997,75,7008
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35.0,1.0,22.0,6.0,35.0,0,0,0,0,0,17.7,164,7038
United Kingdom of Great Britain and Northern Ireland,Glossop,27.0,1.0,25.0,3.0,27.0,0,0,0,0,0,15.299999999999999,164,7047
Namibia,Gobabis,19.0,1.0,18.0,0.0,19.0,0,0,0,0,0,10.2,107,7064
India,Gobindapur,139.0,1.0,68.5,3.0,145.0,3,0,1,0,3,83.5,69,7066
India,Gobindpur,139.0,1.0,51.0,1.0,145.0,3,0,1,0,3,65.7,69,7067
Spain,Godella,33.0,1.0,33.0,1.0,28.0,0,0,0,0,0,17.099999999999998,146,7074
India,Gohad,139.0,1.0,46.0,0.0,145.0,3,0,0,0,3,69.89999999999999,69,7084
India,Gohana,139.0,1.0,47.0,1.0,145.0,5,0,0,0,5,162.2,69,7085
Brazil,Goiatuba,37.0,1.0,3.0,3.0,37.0,0,0,0,0,0,12.799999999999999,22,7093
Netherlands,Goirle,30.0,1.0,30.0,2.0,27.0,0,0,0,0,0,16.1,109,7094
United States of America,Golden Glades,61.0,1.0,10.0,10.0,61.0,1,0,0,0,1,25.0,166,7110
Poland,Goleniow,32.0,1.0,24.0,3.0,32.0,0,0,0,0,0,16.55,123,7114
Iran (Islamic Republic of),Gonbad E Qabus,84.0,1.0,45.0,0.0,84.0,1,0,0,0,1,36.650000000000006,71,7128
Russian Federation,Gorodishche,33.0,1.0,33.0,1.0,21.0,0,0,0,0,0,15.0,130,7169
