Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,AQI Category_encoded,CO AQI Category_encoded,Ozone AQI Category_encoded,NO2 AQI Category_encoded,PM2.5 AQI Category_encoded,Total_Pollution_Score,Country_encoded,City_encoded
United States of America,Schenectady,43.0,1.0,37.0,0.0,43.0,0,0,0,0,0,22.349999999999998,166,18638
Switzerland,Schlieren,58.0,1.0,52.0,0.0,58.0,1,0,1,0,1,30.599999999999998,152,18656
Italy,Segrate,87.0,1.0,66.0,0.0,87.0,1,0,1,0,1,42.8,75,18759
Malaysia,Sekudai,139.0,1.0,4.0,10.0,145.0,3,0,0,0,3,55.9,94,18772
Japan,Sendai,51.0,1.0,51.0,0.0,38.0,1,0,1,0,0,24.349999999999998,77,18809
India,Naregal,45.0,1.0,26.0,2.0,45.0,0,0,0,0,0,20.7,69,14032
Uzbekistan,Navoi,75.0,1.0,36.0,2.0,75.0,1,0,0,0,1,32.2,168,14104
Russian Federation,Nikolsko Arkhangelskiy,48.0,1.0,29.0,10.0,48.0,0,0,0,0,0,24.349999999999998,130,14384
India,Noamundi,129.0,1.0,40.0,2.0,129.0,2,0,0,0,2,49.599999999999994,69,14470
United States of America,North Andover,40.0,1.0,38.0,1.0,40.0,0,0,0,0,0,21.95,166,14539
Italy,Noto,67.0,1.0,47.0,1.0,67.0,1,0,0,0,1,32.3,75,14625
Togo,Notse,51.0,1.0,30.0,0.0,51.0,1,0,0,0,1,22.999999999999996,156,14626
Brazil,Novo Oriente,20.0,1.0,20.0,0.0,18.0,0,0,0,0,0,10.399999999999999,22,14687
Ukraine,Novoukrayinka,48.0,1.0,48.0,0.0,34.0,0,0,0,0,0,22.4,162,14715
Tajikistan,Obigarm,136.0,1.0,26.0,0.0,136.0,2,0,0,0,2,47.5,154,14853
United States of America,Ocala,66.0,1.0,66.0,1.0,23.0,1,0,1,0,0,23.849999999999998,166,14867
United States of America,Okmulgee,56.0,1.0,47.0,1.0,56.0,1,0,0,0,1,29.0,166,14962
Germany,Wernigerode,44.0,1.0,44.0,0.0,43.0,0,0,0,0,0,24.099999999999998,58,22528
Germany,Westerkappeln,42.0,1.0,42.0,0.0,36.0,0,0,0,0,0,21.499999999999996,58,22591
United States of America,White Plains,53.0,1.0,39.0,4.0,53.0,1,0,0,0,1,26.849999999999998,166,22634
Thailand,Wiang Sa,82.0,1.0,4.0,3.0,82.0,1,0,0,0,1,26.749999999999996,155,22649
United States of America,Windham,55.0,1.0,47.0,3.0,55.0,1,0,0,0,1,29.2,166,22707
Germany,Wurzen,52.0,1.0,47.0,0.0,52.0,1,0,0,0,1,27.55,58,22841
China,Xinan,139.0,1.0,61.0,10.0,145.0,3,0,1,0,3,66.35000000000001,33,22888
Germany,Viernheim,64.0,1.0,60.0,0.0,64.0,1,0,1,0,1,34.400000000000006,58,21993
United States of America,Villa Rica,45.0,1.0,45.0,4.0,32.0,0,0,0,0,0,22.05,166,22047
Dominican Republic,Villa Vazquez,102.0,1.0,59.0,0.0,102.0,2,0,1,0,2,45.55,45,22050
Russian Federation,Vrangel,78.0,1.0,44.0,1.0,78.0,1,0,0,0,1,35.05,130,22231
France,Sarreguemines,44.0,1.0,32.0,3.0,44.0,0,0,0,0,0,22.15,54,18528
Germany,Schiffdorf,34.0,1.0,34.0,0.0,14.0,0,0,0,0,0,12.7,58,18644
India,Shantipur,139.0,1.0,68.5,3.0,145.0,3,0,2,0,3,87.25,69,18974
Japan,Shinichi,29.0,1.0,29.0,4.0,28.0,0,0,0,0,0,16.849999999999998,77,19060
United States of America,Shorewood,48.0,1.0,29.0,9.0,48.0,0,0,0,0,0,24.099999999999998,166,19102
United Republic of Tanzania,Singida,19.0,1.0,19.0,0.0,8.0,0,0,0,0,0,7.15,165,19275
India,Sirur,97.0,1.0,26.0,0.0,97.0,1,0,0,0,1,35.599999999999994,69,19336
India,Sitamau,139.0,1.0,35.0,0.0,145.0,3,0,0,0,3,64.45,69,19345
Russian Federation,Siverskiy,39.0,1.0,39.0,1.0,28.0,0,0,0,0,0,18.599999999999998,130,19361
United States of America,Slidell,86.0,1.0,25.0,4.0,86.0,1,0,0,0,1,33.25,166,19406
Brazil,Santo Anastacio,42.0,1.0,14.0,1.0,42.0,0,0,0,0,0,16.55,22,18346
Colombia,Santuario,88.0,1.0,4.0,7.0,88.0,1,0,0,0,1,29.75,34,18368
Brazil,Sao Jose De Mipibu,24.0,1.0,20.0,1.0,24.0,0,0,0,0,0,12.45,22,18421
United Kingdom of Great Britain and Northern Ireland,Rotherham,53.0,1.0,13.0,10.0,53.0,1,0,0,0,1,21.849999999999998,164,17553
Iran (Islamic Republic of),Rudbar,74.0,1.0,41.0,0.0,74.0,1,0,0,0,1,32.650000000000006,71,17601
Russian Federation,Salsk,38.0,1.0,38.0,0.0,11.0,0,0,0,0,0,13.0,130,17928
United States of America,Secaucus,115.0,1.0,11.0,10.0,115.0,2,0,0,0,2,45.35,166,18737
United States of America,Olivehurst,48.0,1.0,33.0,6.0,48.0,0,0,0,0,0,24.349999999999998,166,15007
Iran (Islamic Republic of),Orumiyeh,77.0,1.0,39.0,0.0,77.0,1,0,0,0,1,33.05,71,15157
Brazil,Ourinhos,54.0,1.0,9.0,1.0,54.0,1,0,0,0,1,18.9,22,15261
United States of America,Pahrump,43.0,1.0,43.0,2.0,42.0,0,0,0,0,0,24.05,166,15360
Slovenia,Maribor,64.0,1.0,57.0,0.0,64.0,1,0,1,0,1,33.650000000000006,141,12510
Brazil,Matao,64.0,1.0,23.0,1.0,64.0,1,0,0,0,1,25.4,22,12671
Cuba,Mayari,101.0,1.0,51.0,1.0,101.0,2,0,1,0,2,43.5,39,12750
Australia,Melton,57.0,1.0,2.0,10.0,57.0,1,0,0,0,1,22.299999999999997,8,12875
China,Mentougou,139.0,1.0,32.0,10.0,145.0,3,0,0,0,3,61.349999999999994,33,12913
United Kingdom of Great Britain and Northern Ireland,Merthyr Tydfil,39.0,1.0,30.0,1.0,39.0,0,0,0,0,0,19.65,164,12951
Cameroon,Mfou,42.0,1.0,20.0,0.0,42.0,0,0,0,0,0,17.8,28,12997
Spain,Mijas,42.0,1.0,42.0,0.0,27.0,0,0,0,0,0,18.8,146,13058
China,Mingyue,93.0,1.0,31.0,2.0,93.0,1,0,0,0,1,36.55,33,13126
Japan,Mishima,71.0,1.0,35.0,5.0,71.0,1,0,0,0,1,31.5,77,13175
Japan,Mitake,94.0,1.0,9.0,10.0,94.0,1,0,0,0,1,34.35,77,13191
South Africa,Mmabatho,72.0,1.0,34.0,1.0,72.0,1,0,0,0,1,30.749999999999996,144,13227
India,Mohanur,78.0,1.0,24.0,3.0,78.0,1,0,0,0,1,30.349999999999998,69,13266
India,Mokama,139.0,1.0,50.0,5.0,145.0,3,0,0,0,3,60.15,69,13284
India,Mul,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,77.25,69,13661
Tunisia,Nabul,77.0,1.0,68.5,1.0,43.0,1,0,1,0,0,32.6,158,13825
India,Nagamangala,62.0,1.0,16.0,4.0,62.0,1,0,0,0,1,23.799999999999997,69,13847
Germany,Nagold,63.0,1.0,54.0,0.0,63.0,1,0,1,0,1,32.6,58,13866
Kenya,Nairobi,107.0,1.0,15.0,2.0,107.0,2,0,0,0,2,36.75,80,13886
China,Nanlong,139.0,1.0,4.0,10.0,145.0,4,0,0,0,4,93.05,33,13980
India,Narsipatnam,92.0,1.0,38.0,3.0,92.0,1,0,0,0,1,38.449999999999996,69,14045
Brazil,Navegantes,46.0,1.0,20.0,1.0,46.0,0,0,0,0,0,19.249999999999996,22,14099
Russian Federation,Navoloki,36.0,1.0,36.0,0.0,13.0,0,0,0,0,0,13.1,130,14106
Belgium,Nazareth,46.0,1.0,37.0,1.0,46.0,0,0,0,0,0,23.499999999999996,15,14122
Turkey,Nigde,41.0,1.0,41.0,0.0,30.0,0,0,0,0,0,19.25,159,14363
United States of America,North Olmsted,52.0,1.0,37.0,2.0,52.0,1,0,0,0,1,25.55,166,14580
United Kingdom of Great Britain and Northern Ireland,Northampton,34.0,1.0,29.0,1.0,34.0,0,0,0,0,0,17.9,164,14601
Russian Federation,Ob,66.0,1.0,9.0,10.0,66.0,1,0,0,0,1,26.0,130,14836
Japan,Ofunato,48.0,1.0,24.0,3.0,48.0,0,0,0,0,0,21.349999999999998,77,14920
United Republic of Tanzania,Old Shinyanga,24.0,1.0,19.0,0.0,24.0,0,0,0,0,0,11.95,165,14982
Spain,Reus,47.0,1.0,40.0,0.0,47.0,0,0,0,0,0,24.3,146,17229
Cameroon,Rey Bouba,63.0,1.0,20.0,0.0,63.0,1,0,0,0,1,24.099999999999998,28,17240
Italy,Riccione,75.0,1.0,66.0,0.0,75.0,1,0,1,0,1,39.2,75,17280
Serbia,Ripanj,64.0,1.0,64.0,0.0,64.0,1,0,1,0,1,35.400000000000006,136,17369
Poland,Piastow,40.0,1.0,40.0,0.0,30.0,0,0,0,0,0,19.2,123,16033
China,Pingdingshan,139.0,1.0,54.0,10.0,145.0,3,0,1,0,3,66.85,33,16106
Brazil,Pitangui,41.0,1.0,25.0,0.0,41.0,0,0,0,0,0,18.749999999999996,22,16186
United States of America,Point Pleasant,48.0,1.0,47.0,1.0,48.0,0,0,0,0,0,26.599999999999998,166,16287
Slovakia,Puchov,74.0,1.0,47.0,0.0,74.0,1,0,0,0,1,34.150000000000006,140,16630
China,Pumiao,120.0,1.0,29.0,10.0,120.0,2,0,0,0,2,46.8,33,16698
China,Qingan,114.0,1.0,53.0,2.0,114.0,2,0,1,0,2,48.55,33,16786
India,Rabkavi,123.0,1.0,29.0,5.0,123.0,2,0,0,0,2,45.8,69,16884
Spain,Onda,39.0,1.0,39.0,0.0,21.0,0,0,0,0,0,16.25,146,15051
Canada,Orillia,35.0,1.0,23.0,0.0,35.0,0,0,0,0,0,16.45,29,15119
India,Panchgani,116.0,1.0,23.0,4.0,116.0,2,0,0,0,2,41.949999999999996,69,15500
Mexico,Papantla,96.0,1.0,16.0,4.0,96.0,1,0,0,0,1,34.199999999999996,100,15553
Indonesia,Pasarkemis,139.0,1.0,10.0,10.0,145.0,4,0,0,0,4,91.65,70,15662
Romania,Pascani,58.0,1.0,46.0,0.0,58.0,1,0,0,0,1,29.099999999999998,129,15664
Philippines,Pasil,42.0,1.0,16.0,4.0,42.0,0,0,0,0,0,17.8,122,15670
Russian Federation,Pervomayskiy,40.0,1.0,40.0,0.0,22.0,0,0,0,0,0,16.8,130,15912
Russian Federation,Pervouralsk,40.0,1.0,40.0,0.0,12.0,0,0,0,0,0,13.799999999999999,130,15913
Albania,Peshkopi,115.0,1.0,39.0,0.0,115.0,2,0,0,0,2,44.45,1,15920
United States of America,Puerto Cortes,58.0,1.0,18.0,0.0,58.0,1,0,0,0,1,22.099999999999998,166,16652
Chile,Puerto Montt,25.0,1.0,20.0,2.0,25.0,0,0,0,0,0,13.2,32,16661
Brazil,Quarai,17.0,1.0,17.0,0.0,5.0,0,0,0,0,0,5.75,22,16817
India,Rath,139.0,1.0,48.0,0.0,145.0,4,0,0,0,4,80.3,69,17076
Pakistan,Rawalpindi,129.0,1.0,68.5,1.0,92.0,2,0,2,0,1,60.49999999999999,116,17099
France,Rive De Gier,39.0,1.0,21.0,4.0,39.0,0,0,0,0,0,18.15,54,17386
United States of America,River Grove,61.0,1.0,28.0,10.0,61.0,1,0,0,0,1,29.7,166,17390
Russian Federation,Rostov Na Donu,38.0,1.0,38.0,2.0,15.0,0,0,0,0,0,14.7,130,17547
Spain,Rute,28.0,1.0,21.0,3.0,28.0,0,0,0,0,0,14.6,146,17638
Russian Federation,Rybinsk,34.0,1.0,29.0,1.0,34.0,0,0,0,0,0,17.9,130,17655
Portugal,Sacavem,33.0,1.0,33.0,3.0,33.0,0,0,0,0,0,18.9,124,17702
India,Safipur,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,89.55000000000001,69,17724
United Kingdom of Great Britain and Northern Ireland,Saint Austell,32.0,1.0,32.0,1.0,30.0,0,0,0,0,0,17.45,164,17766
Germany,Salzhemmendorf,39.0,1.0,33.0,1.0,39.0,0,0,0,0,0,20.2,58,17946
Germany,Schoneiche,39.0,1.0,32.0,1.0,39.0,0,0,0,0,0,19.95,58,18668
Italy,Sciacca,48.0,1.0,48.0,1.0,24.0,0,0,0,0,0,19.65,75,18704
India,Shahganj,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,93.89999999999999,69,18935
Cameroon,Mutengene,107.0,1.0,9.0,2.0,107.0,2,0,0,0,2,35.65,28,13767
Japan,Namioka,38.0,1.0,38.0,0.0,18.0,0,0,0,0,0,15.099999999999998,77,13940
Nicaragua,Nandaime,53.0,1.0,16.0,2.0,53.0,1,0,0,0,1,20.599999999999998,111,13956
Germany,Nauen,31.0,1.0,29.0,1.0,31.0,0,0,0,0,0,16.799999999999997,58,14078
United States of America,Necocli,19.0,1.0,19.0,0.0,18.0,0,0,0,0,0,10.349999999999998,166,14149
South Africa,Nelspruit,139.0,1.0,3.0,7.0,145.0,4,0,0,0,4,76.19999999999999,144,14183
United States of America,New Berlin,69.0,1.0,14.0,10.0,69.0,1,0,0,0,1,29.3,166,14253
Thailand,Non Sang,50.0,1.0,25.0,0.0,50.0,0,0,0,0,0,21.25,155,14500
United States of America,North Babylon,56.0,1.0,25.0,10.0,56.0,1,0,0,0,1,26.75,166,14546
United States of America,North Branford,53.0,1.0,28.0,9.0,53.0,1,0,0,0,1,25.349999999999998,166,14555
Ukraine,Nosivka,52.0,1.0,32.0,0.0,52.0,1,0,0,0,1,23.8,162,14620
Russian Federation,Novosibirsk,42.0,1.0,42.0,1.0,36.0,0,0,0,0,0,21.749999999999996,130,14709
Mexico,Nuevo Mexico,74.0,1.0,3.0,9.0,74.0,1,0,0,0,1,25.599999999999998,100,14761
Germany,Numbrecht,35.0,1.0,24.0,3.0,35.0,0,0,0,0,0,17.25,58,14769
United Republic of Tanzania,Nyanguge,21.0,1.0,14.0,0.0,21.0,0,0,0,0,0,9.8,165,14799
India,Lakhisarai,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,84.75,69,11050
Spain,Laviana,31.0,1.0,31.0,2.0,29.0,0,0,0,0,0,16.95,146,11222
Germany,Lich,30.0,1.0,29.0,1.0,30.0,0,0,0,0,0,16.5,58,11463
Denmark,Lillerod,33.0,1.0,33.0,1.0,32.0,0,0,0,0,0,18.1,44,11498
Ukraine,Lokhvytsya,39.0,1.0,33.0,0.0,39.0,0,0,0,0,0,20.15,162,11671
Bulgaria,Lom,71.0,1.0,20.0,5.0,71.0,1,0,0,0,1,27.95,23,11678
China,Longyan,69.0,1.0,45.0,3.0,69.0,1,0,0,0,1,33.1,33,11720
Cameroon,Loum,124.0,1.0,13.0,1.0,124.0,2,0,0,0,2,41.699999999999996,28,11783
Democratic Republic of the Congo,Lusambo,139.0,1.0,16.0,7.0,145.0,3,0,0,0,3,67.95,43,11911
India,Madanpur,139.0,1.0,68.5,4.0,145.0,4,0,1,0,4,91.64999999999999,69,12017
India,Madhyamgram,139.0,1.0,68.5,4.0,145.0,4,0,1,0,4,87.3,69,12032
Colombia,Madrid,96.0,1.0,7.0,10.0,96.0,1,0,0,0,1,33.9,34,12044
Madagascar,Mananjary,24.0,1.0,24.0,0.0,11.0,0,0,0,0,0,9.3,92,12279
India,Mandsaur,139.0,1.0,39.0,0.0,145.0,3,0,0,0,3,59.75,69,12319
Madagascar,Manjakandriana,22.0,1.0,22.0,0.0,18.0,0,0,0,0,0,10.899999999999999,92,12368
Brazil,Marau,20.0,1.0,20.0,0.0,13.0,0,0,0,0,0,8.9,22,12464
United States of America,Sweetwater,70.0,1.0,8.0,10.0,70.0,1,0,0,0,1,27.45,166,20101
Hungary,Szekszard,75.0,1.0,30.0,2.0,75.0,1,0,0,0,1,30.7,67,20136
Hungary,Szolnok,65.0,1.0,34.0,1.0,65.0,1,0,0,0,1,28.45,67,20143
Côte d'Ivoire,Tabou,40.0,1.0,23.0,0.0,40.0,0,0,0,0,0,17.75,42,20163
Russian Federation,Taksimo,38.0,1.0,38.0,0.0,28.0,0,0,0,0,0,18.099999999999998,130,20253
India,Talbahat,139.0,1.0,42.0,0.0,145.0,3,0,0,0,3,59.9,69,20268
Japan,Tanuma,50.0,1.0,50.0,0.0,18.0,0,0,0,0,0,18.099999999999998,77,20385
India,Tarakeswar,139.0,1.0,68.5,3.0,145.0,3,0,1,0,3,85.04999999999998,69,20410
Australia,Taree,32.0,1.0,22.0,0.0,32.0,0,0,0,0,0,15.1,8,20425
Pakistan,Taunsa,139.0,1.0,68.5,3.0,145.0,3,0,3,0,3,105.1,116,20492
United States of America,Terracina,47.0,1.0,47.0,1.0,33.0,0,0,0,0,0,22.099999999999998,166,20673
South Africa,Thabazimbi,84.0,1.0,10.0,4.0,84.0,1,0,0,0,1,29.7,144,20714
Nepal,Tikapur,139.0,1.0,68.5,0.0,145.0,3,0,2,0,3,83.79999999999998,108,20821
Algeria,Timizart,91.0,1.0,28.0,10.0,91.0,1,0,0,0,1,39.4,2,20837
Sweden,Timra,30.0,1.0,30.0,0.0,7.0,0,0,0,0,0,9.799999999999999,151,20841
India,Tirukkattuppalli,64.0,1.0,31.0,0.0,64.0,1,0,0,0,1,27.15,69,20866
India,Tiruvottiyur,107.0,1.0,25.0,3.0,107.0,2,0,0,0,2,39.5,69,20880
Spain,Tomino,38.0,1.0,29.0,1.0,38.0,0,0,0,0,0,19.099999999999998,146,20984
South Sudan,Maridi,48.0,1.0,6.0,0.0,48.0,0,0,0,0,0,16.099999999999998,145,12512
Italy,Massa,43.0,1.0,43.0,1.0,16.0,0,0,0,0,0,16.0,75,12636
United States of America,Mastic,41.0,1.0,31.0,8.0,41.0,0,0,0,0,0,22.249999999999996,166,12649
Germany,Memmingen,51.0,1.0,26.0,3.0,51.0,1,0,0,0,1,22.749999999999996,58,12883
Hungary,Mezobereny,74.0,1.0,24.0,2.0,74.0,1,0,0,0,1,28.9,67,12994
United States of America,Miami Shores,56.0,1.0,13.0,10.0,56.0,1,0,0,0,1,23.25,166,13005
United Republic of Tanzania,Misasi,35.0,1.0,13.0,0.0,35.0,0,0,0,0,0,13.95,165,13170
United Republic of Tanzania,Mlalo,34.0,1.0,21.0,0.0,34.0,0,0,0,0,0,15.45,165,13220
Colombia,Mocoa,19.0,1.0,6.0,1.0,19.0,0,0,0,0,0,7.65,34,13242
Italy,Mondragone,48.0,1.0,48.0,1.0,41.0,0,0,0,0,0,24.749999999999996,75,13327
Germany,Morbach,29.0,1.0,29.0,1.0,25.0,0,0,0,0,0,15.0,58,13479
India,Khatauli,139.0,1.0,68.5,3.0,145.0,5,0,2,0,5,168.75,69,10011
India,Kheri,139.0,1.0,68.5,3.0,145.0,4,0,4,0,4,129.3,69,10021
India,Kiraoli,139.0,1.0,38.0,1.0,145.0,4,0,0,0,4,89.15,69,10166
Iraq,Kirkuk,137.0,1.0,68.5,1.0,137.0,2,0,1,0,2,58.800000000000004,72,10184
Japan,Komagane,47.0,1.0,47.0,0.0,10.0,0,0,0,0,0,14.95,77,10365
Russian Federation,Kosaya Gora,39.0,1.0,36.0,1.0,39.0,0,0,0,0,0,21.15,130,10467
Russian Federation,Kotlas,28.0,1.0,28.0,0.0,18.0,0,0,0,0,0,12.599999999999998,130,10508
Malaysia,Kuah,104.0,1.0,58.0,0.0,104.0,2,0,1,0,2,46.1,94,10649
Austria,Kufstein,31.0,1.0,31.0,1.0,15.0,0,0,0,0,0,12.7,9,10681
India,Kutiyana,139.0,1.0,30.0,0.0,145.0,2,0,0,0,2,52.199999999999996,69,10803
United States of America,Lafayette,81.0,1.0,20.0,8.0,81.0,1,0,0,0,1,31.5,166,10973
Italy,San Miniato,39.0,1.0,39.0,2.0,35.0,0,0,0,0,0,20.95,75,18126
United States of America,Santa Margherita Ligure,51.0,1.0,37.0,2.0,51.0,1,0,0,0,1,25.249999999999996,166,18291
Brazil,Santa Maria Da Boa Vista,20.0,1.0,12.0,0.0,20.0,0,0,0,0,0,9.0,22,18296
Guatemala,Santiago Atitlan,106.0,1.0,4.0,10.0,106.0,2,0,0,0,2,37.099999999999994,61,18335
Brazil,Sao Jose Da Laje,48.0,1.0,12.0,3.0,48.0,0,0,0,0,0,18.349999999999998,22,18419
China,Shaoxing,109.0,1.0,68.5,3.0,93.0,2,0,2,0,1,56.3,33,18977
United States of America,Shcholkine,46.0,1.0,46.0,0.0,30.0,0,0,0,0,0,20.7,166,18992
Spain,Sabadell,50.0,1.0,32.0,5.0,50.0,0,0,0,0,0,24.45,146,17676
France,Saint Leu La Foret,50.0,1.0,20.0,5.0,50.0,0,0,0,0,0,21.45,54,17805
France,Saint Pierre,51.0,1.0,28.0,0.0,51.0,1,0,0,0,1,22.499999999999996,54,17834
Uzbekistan,Salar,139.0,1.0,68.5,3.0,145.0,3,0,1,0,3,66.2,168,17889
Turkey,Sungurlu,42.0,1.0,42.0,0.0,32.0,0,0,0,0,0,20.3,159,20004
Brazil,Tabatinga,21.0,1.0,2.0,0.0,21.0,0,0,0,0,0,7.0,22,20156
China,Taixing,139.0,1.0,68.5,7.0,140.0,2,0,2,0,2,78.85,33,20218
Japan,Takayama,45.0,1.0,45.0,0.0,24.0,0,0,0,0,0,18.65,77,20238
India,Shirdi,139.0,1.0,32.0,0.0,143.0,2,0,0,0,2,51.1,69,19074
India,Shorapur,94.0,1.0,26.0,0.0,94.0,1,0,0,0,1,34.7,69,19099
India,Shrirangapattana,53.0,1.0,24.0,0.0,53.0,1,0,0,0,1,22.099999999999998,69,19110
India,Siddipet,129.0,1.0,35.0,0.0,129.0,2,0,0,0,2,47.65,69,19163
Canada,Simcoe,35.0,1.0,35.0,4.0,33.0,0,0,0,0,0,19.849999999999998,29,19242
China,Sishui,126.0,1.0,68.5,2.0,100.0,2,0,2,0,2,62.4,33,19339
Ukraine,Snyatyn,68.0,1.0,40.0,1.0,68.0,1,0,0,0,1,30.849999999999998,162,19435
United States of America,Sorong,15.0,1.0,15.0,0.0,12.0,0,0,0,0,0,7.35,166,19586
Russian Federation,Staroshcherbinovskaya,41.0,1.0,41.0,2.0,18.0,0,0,0,0,0,16.349999999999998,130,19771
Austria,Steyr,30.0,1.0,28.0,1.0,30.0,0,0,0,0,0,16.45,9,19814
Brazil,Sumare,84.0,1.0,5.0,9.0,84.0,1,0,0,0,1,29.099999999999998,22,19960
Japan,Hamakita,45.0,1.0,45.0,0.0,15.0,0,0,0,0,0,15.95,77,7663
India,Hassan,30.0,1.0,21.0,0.0,30.0,0,0,0,0,0,14.25,69,7784
Sweden,Hassleholm,38.0,1.0,38.0,0.0,29.0,0,0,0,0,0,18.2,151,7786
United States of America,Hastings,54.0,1.0,30.0,2.0,54.0,1,0,0,0,1,24.4,166,7788
China,Hebi,139.0,1.0,68.5,10.0,145.0,3,0,3,0,3,99.35000000000001,33,7853
India,Dehri,139.0,1.0,54.0,0.0,145.0,5,0,1,0,4,94.1,69,5165
Burkina Faso,Diebougou,59.0,1.0,16.0,0.0,59.0,1,0,0,0,1,21.9,24,5350
Bangladesh,Dinajpur,139.0,1.0,68.5,1.0,145.0,4,0,2,0,4,94.0,12,5386
Thailand,Doembang Nangbuat,44.0,1.0,20.0,0.0,44.0,0,0,0,0,0,18.2,155,5452
France,Douchy Les Mines,37.0,1.0,24.0,2.0,37.0,0,0,0,0,0,17.8,54,5545
United States of America,Drexel Heights,55.0,1.0,11.0,10.0,55.0,1,0,0,0,1,22.2,166,5571
Lithuania,Druskininkai,52.0,1.0,36.0,0.0,52.0,1,0,0,0,1,24.8,90,5589
Kazakhstan,Dzhusaly,72.0,1.0,39.0,0.0,72.0,1,0,0,0,1,31.549999999999997,79,5705
Venezuela (Bolivarian Republic of),Ejido,39.0,1.0,10.0,2.0,39.0,0,0,0,0,0,14.899999999999999,170,5846
Mexico,Escarcega,101.0,1.0,15.0,2.0,101.0,2,0,0,0,2,34.949999999999996,100,6098
Brazil,Estancia Velha,55.0,1.0,13.0,4.0,55.0,1,0,0,0,1,20.95,22,6144
Italy,Falconara Marittima,45.0,1.0,45.0,0.0,32.0,0,0,0,0,0,21.05,75,6229
United States of America,Fernley,34.0,1.0,34.0,3.0,26.0,0,0,0,0,0,17.25,166,6346
United States of America,Florida Ridge,48.0,1.0,16.0,8.0,48.0,0,0,0,0,0,20.599999999999998,166,6423
South Africa,Fort Beaufort,46.0,1.0,26.0,0.0,46.0,0,0,0,0,0,20.499999999999996,144,6487
United States of America,Pine Hills,51.0,1.0,17.0,10.0,51.0,1,0,0,0,1,22.499999999999996,166,16096
Colombia,Planeta Rica,55.0,1.0,13.0,3.0,55.0,1,0,0,0,1,20.7,34,16213
Russian Federation,Polyarnyy,29.0,1.0,29.0,0.0,8.0,0,0,0,0,0,9.85,130,16316
Poland,Pruszkow,35.0,1.0,35.0,1.0,31.0,0,0,0,0,0,18.499999999999996,123,16616
Bolivia (Plurinational State of),Puerto Suarez,23.0,1.0,16.0,0.0,23.0,0,0,0,0,0,10.899999999999999,19,16670
Spain,Fuengirola,36.0,1.0,26.0,5.0,36.0,0,0,0,0,0,18.749999999999996,146,6621
United States of America,Gainesville,68.0,1.0,22.0,4.0,68.0,1,0,0,0,1,27.099999999999998,166,6699
Bangladesh,Gazipur,69.0,1.0,43.0,3.0,69.0,1,0,0,0,1,32.800000000000004,12,6850
Germany,Gerstetten,61.0,1.0,31.0,2.0,61.0,1,0,0,0,1,26.75,58,6930
China,Yuxia,139.0,1.0,68.5,5.0,136.0,2,0,2,0,2,77.89999999999999,33,23171
Japan,Yuzawa,35.0,1.0,35.0,0.0,15.0,0,0,0,0,0,13.45,77,23174
France,Yzeure,39.0,1.0,28.0,1.0,39.0,0,0,0,0,0,19.15,54,23182
China,Zalantun,34.0,1.0,34.0,0.0,22.0,0,0,0,0,0,15.299999999999999,33,23223
Russian Federation,Zernograd,37.0,1.0,37.0,0.0,29.0,0,0,0,0,0,18.15,130,23304
Ethiopia,Ziway,77.0,1.0,21.0,0.0,77.0,1,0,0,0,1,28.549999999999997,52,23393
United States of America,Wellesley,54.0,1.0,46.0,3.0,54.0,1,0,0,0,1,28.65,166,22497
United States of America,Weymouth,36.0,1.0,29.0,1.0,36.0,0,0,0,0,0,18.299999999999997,166,22622
Poland,Wieliczka,52.0,1.0,28.0,1.0,52.0,1,0,0,0,1,23.05,123,22661
United States of America,Winfield,62.0,1.0,28.0,2.0,62.0,1,0,0,0,1,26.299999999999997,166,22711
United Kingdom of Great Britain and Northern Ireland,Witham,28.0,1.0,28.0,3.0,24.0,0,0,0,0,0,14.95,164,22739
United States of America,Woodburn,37.0,1.0,15.0,10.0,37.0,0,0,0,0,0,17.55,166,22793
Germany,Wulfrath,33.0,1.0,33.0,2.0,29.0,0,0,0,0,0,17.65,58,22832
China,Yangzhou,139.0,1.0,68.5,9.0,145.0,3,0,2,0,3,81.1,33,22980
Morocco,Agadir,41.0,1.0,23.0,2.0,41.0,0,0,0,0,0,18.749999999999996,104,176
Mexico,Ahualulco,66.0,1.0,1.0,6.0,66.0,1,0,0,0,1,21.95,100,246
Spain,Aller,33.0,1.0,33.0,2.0,11.0,0,0,0,0,0,12.05,146,474
Brazil,Amambai,14.0,1.0,12.0,0.0,14.0,0,0,0,0,0,7.4,22,578
Spain,Amposta,35.0,1.0,35.0,1.0,27.0,0,0,0,0,0,17.3,146,662
India,Anantapur,72.0,1.0,26.0,0.0,72.0,1,0,0,0,1,28.099999999999998,69,693
Brazil,Araras,63.0,1.0,9.0,4.0,63.0,1,0,0,0,1,22.349999999999998,22,918
Mexico,Arcelia,52.0,1.0,11.0,3.0,52.0,1,0,0,0,1,19.3,100,936
